NAME	NES_6H	FDR_6H	NES_24H	FDR_24H	NES_48H	FDR_48H	NES_96H	FDR_96H
GOBP_DETECTION_OF_TEMPERATURE_STIMULUS	1.4232142	0.4968563	1.1496568	0.6905148	1.3490641	0.37087938	1.7205409	0.023380725
GOBP_INHIBITION_OF_NEUROEPITHELIAL_CELL_DIFFERENTIATION	1.4231426	0.49625525	1.0152891	0.82348925	1.4208572	0.30631366	0.9980555	0.6063851
GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	1.4225641	0.49745056	1.1207758	0.7164761	1.37368	0.33991823	1.889236	0.0045389542
GOBP_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE	1.4221882	0.49792123	1.340065	0.52435786	1.6109219	0.13615303	1.8567202	0.006376604
GOBP_ACINAR_CELL_DIFFERENTIATION	1.4219366	0.4979547	1.0856897	0.75581765	1.0083231	0.7607241	1.0396696	0.5449888
GOBP_POSTSYNAPSE_ASSEMBLY	1.4218885	0.4972724	1.2304307	0.6205591	1.2138005	0.50757766	1.4917551	0.10747288
GOBP_MESENCHYMAL_STEM_CELL_DIFFERENTIATION	1.4206389	0.5008544	1.4513681	0.46073464	1.5042955	0.21737802	1.5730884	0.067471355
GOBP_ACTIVATION_OF_MEIOSIS	1.420622	0.50006205	1.2495008	0.60643333	1.4509761	0.27002898	1.2515087	0.29189375
GOBP_CARDIAC_JELLY_DEVELOPMENT	1.4204667	0.49975288	1.1035374	0.73451805	1.0281446	0.73601705	1.1202395	0.43660483
GOBP_ADENYLATE_CYCLASE_INHIBITING_SEROTONIN_RECEPTOR_SIGNALING_PATHWAY	1.4202183	0.49978942	1.3159772	0.5447217	1.3378321	0.38042635	1.3545802	0.20185065
GOBP_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION	1.4201316	0.49925178	1.3342644	0.5288587	1.4727153	0.24572903	1.3237215	0.22751245
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	1.4200245	0.4987881	1.3754203	0.5017513	1.4723645	0.24555905	1.2707622	0.27557316
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_BINDING	1.4197907	0.49878877	-0.8720701	0.9665507	-0.9903908	0.8482038	1.2286975	0.31458306
GOBP_PENILE_ERECTION	1.4192519	0.49983725	1.4531404	0.46170217	1.4512367	0.26971397	1.4299532	0.14462873
GOBP_NEGATIVE_REGULATION_OF_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY	1.4192203	0.49910715	1.2830149	0.58058155	1.307098	0.40912685	0.8148182	0.8478345
GOBP_MINERALOCORTICOID_SECRETION	1.4192077	0.4983171	1.4680322	0.44697535	1.4716169	0.24601148	1.5987726	0.05695765
GOBP_EMBRYONIC_ORGAN_DEVELOPMENT	1.4191976	0.49751946	1.3829914	0.49477136	1.5118086	0.21061023	2.0402944	0.00063598016
GOBP_REGULATION_OF_ANGIOTENSIN_LEVELS_IN_BLOOD	1.4191808	0.49674332	0.81835616	0.9531097	1.0069988	0.7628975	1.040343	0.5441649
GOBP_REGULATION_OF_ESTABLISHMENT_OF_T_CELL_POLARITY	1.41849	0.49833006	1.3916095	0.49074984	1.3385457	0.37992904	1.6141014	0.05177529
GOBP_CALMODULIN_DEPENDENT_KINASE_SIGNALING_PATHWAY	1.4183326	0.49804732	1.6247231	0.28392944	1.5276002	0.19894674	1.6016414	0.055928566
GOBP_POLYPRENOL_CATABOLIC_PROCESS	1.4172559	0.5009989	1.3887585	0.49007532	1.4646956	0.25447378	1.1467001	0.40370527
GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	1.4171611	0.5005102	1.3118236	0.54667324	1.4142258	0.31378147	1.4938545	0.106298596
GOBP_RESPONSE_TO_IRON_ION	1.4170177	0.50018644	1.3231173	0.54105747	1.3790017	0.33502623	1.582362	0.06370141
GOBP_NEGATIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	1.4160715	0.5026899	1.3004942	0.5551985	1.1836811	0.54081964	1.0972921	0.46710446
GOBP_LUNG_GROWTH	1.4156177	0.5034467	1.2128086	0.6340928	0.6682309	0.9769126	-1.2507997	0.49744496
GOBP_NEGATIVE_T_CELL_SELECTION	1.4148856	0.5052092	1.4862214	0.43160298	1.3225486	0.39520568	1.2021042	0.34064847
GOBP_NORRIN_SIGNALING_PATHWAY	1.4146607	0.505181	1.3779211	0.50256234	1.4083169	0.31427714	1.3679018	0.19104008
GOBP_ENDOTHELIAL_CELL_MIGRATION	1.4144344	0.50510734	1.3908465	0.49005	1.6112303	0.13654695	2.1808653	7.8682824e-05
GOBP_SENSORY_PERCEPTION	1.4140618	0.5055638	1.0319934	0.80859137	1.3005983	0.4172371	1.6225834	0.048370413
GOBP_VISCERAL_SEROUS_PERICARDIUM_DEVELOPMENT	1.4139799	0.50503093	1.4942747	0.4272509	1.4885665	0.2291207	1.0259097	0.5657156
GOBP_RESPONSE_TO_VASOPRESSIN	1.4136592	0.5053166	1.3684756	0.5088365	1.3393302	0.3805702	1.4305329	0.14436015
GOBP_POSITIVE_REGULATION_OF_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY	1.4130429	0.5066539	1.4072217	0.48313156	1.293196	0.42375836	1.3994043	0.16561142
GOBP_PEPTIDE_HORMONE_PROCESSING	1.4127367	0.5069158	-1.4758501	0.7895071	-0.9262774	0.8904413	0.80406976	0.8593742
GOBP_GLUCOSE_IMPORT	1.4113187	0.5110824	0.809395	0.9581046	0.78977054	0.93883073	1.4598335	0.12524295
GOBP_RESPONSE_TO_METAL_ION	1.411303	0.51031095	1.3131834	0.54710776	1.5889726	0.14962757	1.9371821	0.0025295506
GOBP_NEGATIVE_REGULATION_OF_INNER_EAR_AUDITORY_RECEPTOR_CELL_DIFFERENTIATION	1.4112946	0.5095118	1.1044664	0.7347192	1.2811882	0.43487853	1.218834	0.32437164
GOBP_POSITIVE_REGULATION_OF_GROWTH	1.4111657	0.5091448	1.3395364	0.52447903	1.1652591	0.5644515	1.6239557	0.047998477
GOBP_MAST_CELL_HOMEOSTASIS	1.4110514	0.50871646	0.5075511	0.99971026	1.165657	0.56430787	1.2398208	0.30299452
GOBP_TOLL_LIKE_RECEPTOR_7_SIGNALING_PATHWAY	1.4108104	0.50872236	1.3507751	0.5151255	1.1837972	0.54096484	0.91255486	0.73062754
GOBP_LUNG_MORPHOGENESIS	1.4104985	0.5089663	1.406123	0.48423016	1.5416439	0.18657576	1.6801665	0.032274608
GOBP_RESPONSE_TO_AMINE	1.4103289	0.5087461	0.9153303	0.89559716	0.75374585	0.95336753	1.3955245	0.16884296
GOBP_MEIOTIC_CELL_CYCLE_PROCESS_INVOLVED_IN_OOCYTE_MATURATION	1.4100097	0.5090642	1.1710107	0.6747198	1.0860168	0.65979487	1.60321	0.055431567
GOBP_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY	1.409901	0.5086354	1.2321855	0.6203242	1.1414789	0.5909185	1.4551855	0.12800236
GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE	1.4087926	0.5116921	1.4780394	0.43315548	1.628908	0.12778977	2.0366518	0.00067514594
GOBP_NEGATIVE_REGULATION_OF_SYNAPSE_ORGANIZATION	1.4086788	0.51127094	1.3765332	0.49964488	1.4289085	0.30225697	1.1553842	0.3932655
GOBP_REGULATION_OF_INTERLEUKIN_4_PRODUCTION	1.4076576	0.51401293	1.5135971	0.4006828	1.2768085	0.44086167	1.6196574	0.049345322
GOBP_NEUROBLAST_DIFFERENTIATION	1.4065305	0.51712435	1.3898298	0.48960385	1.6581361	0.10322657	1.6991366	0.027884968
GOBP_NEGATIVE_REGULATION_OF_DENDRITE_DEVELOPMENT	1.4062233	0.5173748	1.127315	0.7069366	0.88591915	0.8861175	0.7963326	0.8670039
GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE	1.4061816	0.51669794	1.4221219	0.47066346	1.3936774	0.32683772	1.6584048	0.03794569
GOBP_POSITIVE_REGULATION_OF_AXON_EXTENSION	1.4061275	0.51608133	0.91845465	0.89503306	-1.0969994	0.76266176	1.2865756	0.26100326
GOBP_SKIN_EPIDERMIS_DEVELOPMENT	1.4059048	0.5160425	1.4949042	0.42987886	1.4785113	0.23978053	2.0544755	0.00053783675
GOBP_MONOATOMIC_ANION_HOMEOSTASIS	1.4057546	0.51575583	1.2089523	0.6402901	1.3853822	0.33203205	1.2187027	0.3242905
GOBP_DICHOTOMOUS_SUBDIVISION_OF_AN_EPITHELIAL_TERMINAL_UNIT	1.4053539	0.51635057	1.4669	0.45051733	1.5389123	0.18925954	1.5495081	0.0783935
GOBP_POSITIVE_REGULATION_OF_STEROID_HORMONE_SECRETION	1.4035101	0.5219739	1.5590261	0.3642241	1.6205438	0.13423401	1.5793921	0.06500538
GOBP_MYELOID_PROGENITOR_CELL_DIFFERENTIATION	1.4034417	0.5213949	1.128754	0.7046449	-0.9384769	0.88323694	-1.2051284	0.55677944
GOBP_COMMA_SHAPED_BODY_MORPHOGENESIS	1.4034129	0.52067727	0.39089206	1.0	-0.97958034	0.85112786	-0.92806983	0.87322015
GOBP_CILIUM_DISASSEMBLY	1.4031872	0.5206692	1.0175687	0.8214066	1.4208888	0.30654916	1.0893036	0.47751617
GOBP_NEGATIVE_REGULATION_OF_CELL_FATE_SPECIFICATION	1.4024605	0.5224139	1.393302	0.49015328	1.3739007	0.33962527	-0.84550375	0.9394053
GOBP_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	1.4023159	0.5221086	0.9417925	0.87733984	1.4894842	0.22938633	1.4855245	0.11044375
GOBP_PENETRATION_OF_ZONA_PELLUCIDA	1.4022499	0.5215232	1.5464561	0.3771019	1.3027236	0.41495365	0.9624385	0.65449667
GOBP_MESENCHYMAL_STEM_CELL_MAINTENANCE_INVOLVED_IN_NEPHRON_MORPHOGENESIS	1.4021969	0.5209025	1.3442291	0.52119	1.0794002	0.66868156	1.1246824	0.43122375
GOBP_COMMISSURAL_NEURON_AXON_GUIDANCE	1.402167	0.52019954	1.2314836	0.6200884	1.1970183	0.52485883	1.1295797	0.42528027
GOBP_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1.4020308	0.5198694	1.4610198	0.45587438	1.4053615	0.31789687	1.4660497	0.12193225
GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION	1.4020156	0.5191119	1.176845	0.6688861	1.3301905	0.38960254	1.6675673	0.03564666
GOBP_EMBRYONIC_DIGIT_MORPHOGENESIS	1.4013658	0.52059287	1.1835372	0.6604718	1.4558537	0.26625276	1.5581754	0.07440016
GOBP_NEGATIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	1.4011879	0.5204251	1.5915481	0.33159024	1.6766558	0.09395018	1.5216246	0.091566935
GOBP_S_SHAPED_BODY_MORPHOGENESIS	1.4010193	0.5202065	0.39141127	1.0	-0.99049467	0.84861815	-0.921867	0.88123965
GOBP_METANEPHRIC_GLOMERULUS_VASCULATURE_DEVELOPMENT	1.401005	0.5194554	1.4592066	0.4547527	1.3894267	0.3280905	1.2868454	0.2611308
GOBP_FAT_SOLUBLE_VITAMIN_CATABOLIC_PROCESS	1.4006573	0.519863	1.3206272	0.541754	1.4296954	0.3012472	1.1656253	0.38112408
GOBP_MIDBRAIN_DOPAMINERGIC_NEURON_DIFFERENTIATION	1.3994071	0.5234306	1.6688776	0.24037309	1.5453589	0.18233247	1.0712546	0.50143623
GOBP_METANEPHRIC_RENAL_VESICLE_MORPHOGENESIS	1.3992261	0.52324337	1.2436271	0.6108429	1.1458225	0.58716756	1.4630988	0.12379736
GOBP_MUSCLE_STRUCTURE_DEVELOPMENT	1.3984646	0.52511895	1.4845926	0.4322573	1.6093798	0.1375292	2.2656746	3.310711e-05
GOBP_T_CELL_ACTIVATION_VIA_T_CELL_RECEPTOR_CONTACT_WITH_ANTIGEN_BOUND_TO_MHC_MOLECULE_ON_ANTIGEN_PRESENTING_CELL	1.3984154	0.5244836	1.1802083	0.6640583	0.89365023	0.88250154	1.0547172	0.5241178
GOBP_ANIMAL_ORGAN_MORPHOGENESIS	1.3983523	0.52390206	1.482332	0.43427908	1.6991299	0.089936085	2.3422244	0.0
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_ACTIVATION	1.3983314	0.52317643	1.0069665	0.8316787	1.4521363	0.26849017	1.6198653	0.04932512
GOBP_CELLULAR_RESPONSE_TO_METAL_ION	1.3982155	0.5227867	1.4334596	0.4686304	1.6304438	0.12718524	1.9691527	0.001668222
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_BINDING	1.3980526	0.52256274	1.4004725	0.49273154	1.1515383	0.5827725	1.5606143	0.073339164
GOBP_HAIR_CELL_DIFFERENTIATION	1.3975898	0.52336895	1.1161029	0.72310865	1.2819897	0.43353346	1.3596969	0.1979567
GOBP_TUBE_MORPHOGENESIS	1.3974222	0.52315474	1.4681225	0.4499634	1.6416982	0.11612831	2.291095	2.3542241e-05
GOBP_BONE_DEVELOPMENT	1.396842	0.5243935	1.4089702	0.48347646	1.5324441	0.19533023	1.8615104	0.006038462
GOBP_PALLIUM_DEVELOPMENT	1.3963165	0.52545774	1.2221632	0.6276539	1.2384923	0.48082235	1.567745	0.06992715
GOBP_TOLL_LIKE_RECEPTOR_8_SIGNALING_PATHWAY	1.3958712	0.52621615	1.2627678	0.59624094	0.65071726	0.98048437	0.69178635	0.94680494
GOBP_POSITIVE_REGULATION_OF_NOREPINEPHRINE_SECRETION	1.3958639	0.52544886	1.3593819	0.5133301	1.105294	0.63755167	1.1703459	0.37540403
GOBP_POTASSIUM_ION_HOMEOSTASIS	1.3958099	0.52484936	1.1779739	0.66652876	1.2321076	0.4872815	1.6738403	0.03397306
GOBP_NEURON_DEVELOPMENT	1.3955189	0.5250668	1.2300773	0.6200405	1.3772284	0.33506328	2.0220494	0.00083516113
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ANION_TRANSPORT	1.3952796	0.5251148	1.0053828	0.83215624	1.2833527	0.43196523	1.1962264	0.3468327
GOBP_NEUTROPHIL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	1.3951991	0.5246153	1.5283759	0.38284716	1.437039	0.28984195	1.1912811	0.35232037
GOBP_STRIATED_MUSCLE_TISSUE_DEVELOPMENT	1.3951882	0.5238688	1.4205217	0.4727949	1.5632007	0.1687632	1.9607922	0.0018244652
GOBP_POSITIVE_REGULATION_OF_CATECHOLAMINE_SECRETION	1.394985	0.5237926	1.1689081	0.67569065	1.0230323	0.74208087	1.6052942	0.054909747
GOBP_ENDOTHELIAL_CELL_CHEMOTAXIS	1.3938323	0.5270642	1.5938003	0.33421636	1.626183	0.12945485	1.526307	0.08887808
GOBP_NEGATIVE_REGULATION_OF_P38MAPK_CASCADE	1.3932177	0.52839935	1.2422721	0.61139286	-0.72209823	0.96177316	0.7274888	0.92703336
GOBP_SNARE_COMPLEX_ASSEMBLY	1.3931894	0.5277153	0.9234471	0.89021504	1.3821294	0.3354604	1.6125748	0.05229278
GOBP_CEREBELLAR_PURKINJE_CELL_LAYER_FORMATION	1.3929749	0.5276459	0.610046	0.99838746	0.9443034	0.83221066	1.1446779	0.4062826
GOBP_POSITIVE_REGULATION_OF_FILOPODIUM_ASSEMBLY	1.392911	0.5270888	1.2120004	0.6354431	1.1269375	0.61121774	1.5576727	0.07454839
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTRASPECIES_INTERACTION_BETWEEN_ORGANISMS	1.3926721	0.52712166	1.111347	0.7290298	0.80541337	0.9322566	1.5020307	0.102089986
GOBP_RESPONSE_TO_MUSCLE_ACTIVITY_INVOLVED_IN_REGULATION_OF_MUSCLE_ADAPTATION	1.3920457	0.5285389	1.2668359	0.59144235	1.3961554	0.3252259	1.2709457	0.27539292
GOBP_INOSITOL_TRISPHOSPHATE_METABOLIC_PROCESS	1.3919479	0.5280965	0.88798803	0.91518825	0.7381184	0.95842886	1.0464356	0.5356401
GOBP_MAINTENANCE_OF_BLOOD_BRAIN_BARRIER	1.3918942	0.52750784	1.2845135	0.5794239	1.3258929	0.39375377	1.6433352	0.042055674
GOBP_DEVELOPMENTAL_PIGMENTATION	1.3914244	0.5283201	1.1445395	0.6928453	1.1334268	0.6027449	1.0231508	0.5690154
GOBP_SYNAPSE_ORGANIZATION	1.3903985	0.5311107	1.1746606	0.67120975	1.3393661	0.38128373	2.0161026	0.00090080616
GOBP_REGULATION_OF_SKELETAL_MUSCLE_ADAPTATION	1.3902527	0.53084797	1.5918442	0.33273044	1.6245755	0.13023847	1.8667929	0.0057981685
GOBP_CARBOHYDRATE_CATABOLIC_PROCESS	1.3901815	0.5303155	1.2532667	0.6002308	0.92552406	0.85072464	0.9278755	0.70654994
GOBP_ENDODERM_FORMATION	1.3895363	0.5318003	1.3945162	0.4891692	1.2841269	0.43239045	1.3157381	0.2343397
GOBP_EMBRYONIC_CAMERA_TYPE_EYE_FORMATION	1.389274	0.53194547	1.6925135	0.24581258	1.6311973	0.12697084	1.5917577	0.059955843
GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION	1.389233	0.5313094	1.371893	0.5041213	1.5581168	0.17462212	2.043158	0.0006084612
GOBP_PHENYLPROPANOID_METABOLIC_PROCESS	1.3890386	0.53121376	1.3837845	0.49459994	1.4561577	0.26618177	1.4927468	0.10695754
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_DIFFERENTIATION	1.3887916	0.5312938	1.5931792	0.3343336	1.5830245	0.15406644	1.7084199	0.025911672
GOBP_MESENCHYMAL_CELL_DIFFERENTIATION	1.388646	0.5310252	1.4816165	0.43245023	1.6019527	0.14259395	2.0963387	0.00031086133
GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT	1.3883178	0.5313792	1.5002941	0.42178208	1.6744697	0.09541681	2.0724933	0.00041572627
GOBP_MICROTUBULE_NUCLEATION_BY_MICROTUBULE_ORGANIZING_CENTER	1.387736	0.53263134	1.1964059	0.6507312	0.84120786	0.9154271	0.95548093	0.66514164
GOBP_REGULATION_OF_ATP_BIOSYNTHETIC_PROCESS	1.3876634	0.5321229	1.2425159	0.6123174	0.9348876	0.84272987	0.9090687	0.7351032
GOBP_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE	1.3868363	0.5342468	1.0269368	0.8128021	1.3032262	0.4139076	1.6425153	0.042321067
GOBP_LIPID_EXPORT_FROM_CELL	1.386163	0.53583014	1.4625219	0.45628124	1.434628	0.29333544	1.6640697	0.03647576
GOBP_REGULATION_OF_STEROID_METABOLIC_PROCESS	1.3852254	0.5383123	1.250694	0.60425603	1.4088583	0.31382397	1.3274434	0.22442849
GOBP_CELL_JUNCTION_ASSEMBLY	1.3852073	0.5376031	1.1743242	0.6718768	1.464201	0.25402424	2.1611357	0.00012298244
GOBP_REGULATION_OF_CELLULAR_EXTRAVASATION	1.385128	0.537109	1.2705878	0.58863777	1.1524711	0.5821382	1.0937548	0.47167325
GOBP_REGULATION_OF_BLOOD_BRAIN_BARRIER_PERMEABILITY	1.3850797	0.5365122	1.1970614	0.650209	1.0103948	0.75713366	1.179502	0.36493513
GOBP_TISSUE_MORPHOGENESIS	1.3843818	0.5381781	1.4495815	0.45790407	1.588516	0.14879781	2.1493669	0.00015705926
GOBP_CORTISOL_SECRETION	1.3841712	0.53812546	1.3964146	0.48932096	1.4234586	0.30611786	1.2353526	0.30726695
GOBP_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT	1.3840723	0.5377119	1.6666149	0.23838656	1.5225748	0.20068707	1.6452885	0.04161151
GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION	1.3837909	0.5379099	1.199845	0.6492692	1.3963865	0.32552034	1.66107	0.03717002
GOBP_POSITIVE_REGULATION_OF_PENILE_ERECTION	1.383706	0.5374454	1.3053619	0.55255187	1.2701021	0.44520476	1.1810366	0.36318004
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_EXTRACELLULAR_REGION	1.3836957	0.53671503	1.0039109	0.83058494	1.6466836	0.1143199	1.6444128	0.04182447
GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	1.383133	0.5378857	1.3075733	0.5505627	1.321743	0.39625606	1.3458059	0.20978393
GOBP_REGULATION_OF_MYOBLAST_DIFFERENTIATION	1.3828703	0.5380342	1.3768289	0.49922493	1.6454657	0.11471318	2.0006728	0.001107643
GOBP_9_CIS_RETINOIC_ACID_METABOLIC_PROCESS	1.3827513	0.5376873	1.3177874	0.54265386	1.3188763	0.3993287	1.4166044	0.15309359
GOBP_EMBRYONIC_HINDGUT_MORPHOGENESIS	1.382731	0.5369977	1.0339617	0.80668616	1.3432412	0.378028	1.4432491	0.13584305
GOBP_HEMATOPOIETIC_OR_LYMPHOID_ORGAN_DEVELOPMENT	1.3824508	0.5372183	1.3880969	0.49044824	1.4918147	0.22884114	1.8096536	0.010463988
GOBP_MESENCHYMAL_STEM_CELL_PROLIFERATION	1.3821236	0.5375887	1.1036923	0.73471504	0.988231	0.7857496	1.3105603	0.23886886
GOBP_EYE_MORPHOGENESIS	1.3820668	0.5370343	1.4327868	0.4677288	1.6614751	0.10073132	1.8618484	0.006047173
GOBP_POSITIVE_REGULATION_OF_CHROMATIN_BINDING	1.3820622	0.536297	1.5322633	0.37742484	0.99745345	0.7772886	0.9771638	0.63518536
GOBP_PROSTATE_GLAND_GROWTH	1.3819635	0.53587806	1.2718378	0.588177	1.5280448	0.19873852	1.452106	0.13024916
GOBP_PERIPHERAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	1.3814667	0.5368634	1.2703612	0.5875381	1.570859	0.16222534	1.5810708	0.0643255
GOBP_RESPONSE_TO_SALT	1.3813378	0.53655744	1.2032794	0.64554924	1.4896966	0.22956508	2.023221	0.0008244268
GOBP_REVERSIBLE_DIFFERENTIATION	1.3810409	0.53683525	0.9188794	0.89514136	0.9089548	0.86903477	1.301121	0.24771933
GOBP_ANTERIOR_POSTERIOR_AXON_GUIDANCE	1.3810202	0.536158	1.1831518	0.661287	1.1851199	0.539124	1.0709943	0.5015793
GOBP_SENSORY_PERCEPTION_OF_SOUR_TASTE	1.3799703	0.53904796	1.3825186	0.4951527	1.4229863	0.30602643	1.2204962	0.3226168
GOBP_MICROTUBULE_SEVERING	1.3799607	0.5383361	1.2618785	0.5973517	1.3741809	0.339453	1.2133932	0.32971695
GOBP_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	1.3797128	0.538434	1.6021724	0.32166433	1.6619527	0.10053089	1.9821329	0.0013864007
GOBP_BLASTODERM_SEGMENTATION	1.3793745	0.53886575	0.95061654	0.8707295	1.1086457	0.63540787	1.1586329	0.38975123
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_23_PRODUCTION	1.3788251	0.54002666	1.2962135	0.56427133	1.2003508	0.52034235	1.3539133	0.20245603
GOBP_INHIBITORY_CHEMICAL_SYNAPTIC_TRANSMISSION	1.3786554	0.5398637	1.4048896	0.48508054	0.7517542	0.9540101	-0.5199141	0.99727124
GOBP_NEGATIVE_REGULATION_OF_HEMOPOIESIS	1.3784344	0.5399073	1.466808	0.44979578	1.6932647	0.09267063	2.0043168	0.0010548108
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	1.378176	0.5400355	1.3626585	0.5114926	1.4196836	0.3083573	1.8395169	0.0077028596
GOBP_HEART_DEVELOPMENT	1.3780298	0.5398136	1.3315504	0.5300663	1.5214418	0.20201652	2.0644507	0.0004726422
GOBP_GLANDULAR_EPITHELIAL_CELL_DIFFERENTIATION	1.37799	0.5392094	1.2572726	0.59948367	1.5629245	0.1689217	1.8248475	0.00894456
GOBP_STEM_CELL_PROLIFERATION	1.3778702	0.53887385	1.2771744	0.58349234	1.5776105	0.15615182	1.7015643	0.027296739
GOBP_PARANODAL_JUNCTION_ASSEMBLY	1.3771101	0.54076445	0.99452275	0.83399975	1.1708363	0.5596466	1.5023029	0.10196801
GOBP_ATRIOVENTRICULAR_CANAL_DEVELOPMENT	1.3770794	0.54012966	1.1345637	0.6986628	1.3167529	0.3997378	1.3533595	0.202992
GOBP_MITOTIC_CELL_CYCLE_EMBRYONIC	1.3767797	0.54041934	1.2262771	0.624348	1.3649815	0.35124937	1.0706836	0.50193805
GOBP_SOMITOGENESIS	1.3765169	0.5405774	1.3956342	0.488603	1.0765184	0.6717759	1.3196858	0.2311093
GOBP_FEVER_GENERATION	1.3762288	0.5408371	1.2323109	0.6211757	1.2363623	0.48395976	1.2154267	0.32784086
GOBP_CELLULAR_COMPONENT_MORPHOGENESIS	1.3761299	0.5404418	1.2181033	0.63045233	1.3978419	0.3244463	2.1620407	0.00012290083
GOBP_POSITIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE	1.375708	0.54115415	1.1902242	0.6547436	-0.8886716	0.9102935	-0.6416563	0.98963517
GOBP_MUSCLE_CELL_FATE_COMMITMENT	1.375704	0.54043347	1.5217053	0.38970438	1.3567692	0.36066929	1.2477763	0.29542127
GOBP_INNER_EAR_RECEPTOR_CELL_STEREOCILIUM_ORGANIZATION	1.3754438	0.54060805	1.0627509	0.7730326	1.1688304	0.5614545	1.0758257	0.49539012
GOBP_DENDRITE_SELF_AVOIDANCE	1.3748641	0.54185027	1.5537384	0.36974978	1.6927246	0.091992855	1.5486811	0.07877205
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT	1.3748071	0.54131395	1.1286154	0.7047343	1.2745289	0.44240728	1.5791495	0.064979315
GOBP_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS	1.3747278	0.54085994	0.9274876	0.888511	1.295376	0.42230222	1.1157838	0.44215804
GOBP_SEQUESTERING_OF_TRIGLYCERIDE	1.3746358	0.54045415	1.0284994	0.8114506	1.2959853	0.4227014	1.6379089	0.043329254
GOBP_EPITHELIAL_TUBE_MORPHOGENESIS	1.3744406	0.5403904	1.3730164	0.5026253	1.5262702	0.19997229	1.9587915	0.0018748448
GOBP_POSITIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	1.3743293	0.54005164	1.2500781	0.6049738	1.4939631	0.22640629	1.6265217	0.047213193
GOBP_STEROID_HORMONE_SECRETION	1.3742863	0.53947806	1.5973686	0.33402288	1.6329808	0.1255204	1.7762562	0.014443296
GOBP_RESPONSE_TO_CGMP	1.3738436	0.5402515	1.1714092	0.67422986	1.3851877	0.33195332	1.4474981	0.13291243
GOBP_EPIDERMAL_CELL_FATE_SPECIFICATION	1.3735262	0.5406045	1.3985142	0.4903347	1.3382992	0.37976468	1.0657917	0.5081415
GOBP_NEGATIVE_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS	1.3729187	0.54195917	1.1681328	0.67550755	1.3519605	0.3667165	1.3272529	0.224527
GOBP_NEGATIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	1.3721911	0.54372424	1.4242465	0.47339845	1.5203457	0.20334591	1.5600061	0.07365091
GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	1.3721621	0.54309636	1.5231593	0.3866763	1.4233067	0.30617616	1.1055076	0.45605662
GOBP_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	1.3717883	0.5436674	1.169489	0.6764584	1.3121214	0.4071963	1.6656266	0.036155395
